Alloy,N(Ef),DH (eV),Structure,##,##.1,##.2,##.3,##.4,##.5,##.6,##.7,##.8,##.9,##.10,##.11,##.12,##.13,##.14,##.15,Mixing Enthalpy,VEC,Melting Temperature,Pauling Electronegativity,Entropy of Mixing,Radii Difference,Cr,Mo,W,V,Nb,Ta,Ti,Zr,Hf
W5Ti40Hf15Zr35Mo5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.15,4.2,1952.6,1.5025000000000004,10.958644003383364,0.049206798988999066,0.0,5.0,5.0,0.0,0.0,0.0,40.0,35.0,15.0
W5V40Nb15Ta35Hf5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.5,5.0,2474.25,1.6,10.958644003383364,0.04908990808992859,0.0,0.0,5.0,40.0,15.0,35.0,0.0,0.0,5.0
W5V40Nb15Ta35Ti5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.7,5.0,2446.0,1.6119999999999999,10.958644003383364,0.04143835508018447,0.0,0.0,5.0,40.0,15.0,35.0,5.0,0.0,0.0
W5V40Ta15Hf35Zr5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.7600000000000005,4.65,2261.8,1.5165,10.958644003383364,0.0777370051855959,0.0,0.0,5.0,40.0,0.0,15.0,0.0,5.0,35.0
W5V40Ta15Ti35Zr5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.1800000000000006,4.65,2064.05,1.6004999999999998,10.958644003383364,0.05149292533370419,0.0,0.0,5.0,40.0,0.0,15.0,35.0,5.0,0.0
W5V40Ti15Hf35Zr5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.6900000000000004,4.5,2059.45,1.5225,10.958644003383364,0.0776866188809854,0.0,0.0,5.0,40.0,0.0,0.0,15.0,5.0,35.0
W5Zr40V15Nb35Ti5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-0.22000000000000028,4.6,2148.75,1.5314999999999999,10.958644003383364,0.06354515050167225,0.0,0.0,5.0,15.0,35.0,0.0,5.0,40.0,0.0
Zr5V40Nb15Ta35Hf5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-0.6200000000000001,4.9,2395.75,1.5485,10.958644003383364,0.056097636456059335,0.0,0.0,0.0,40.0,15.0,35.0,0.0,5.0,5.0
Zr5W40Ta15Ti35Hf5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.8500000000000005,4.95,2609.4,1.8395,10.958644003383364,0.041973364249924046,0.0,0.0,40.0,0.0,0.0,15.0,35.0,5.0,5.0
Cr20Hf20Mo20W20Ta20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.440000000000001,5.4,2640.4,1.796,13.380866803977112,0.0716333703417544,20.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0
Cr20Mo20Ti20W20V20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.360000000000001,5.4,2306.0,1.87,13.380866803977112,0.04570689510366106,20.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0
Cr20Mo20Ti20Zr20Nb20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.76,5.0,2105.4,1.6580000000000001,13.380866803977112,0.07283394778959384,20.0,20.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0
Cr20Mo20W20V20Nb20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.8400000000000007,5.6,2467.8,1.882,13.380866803977112,0.04358576206334128,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0
Cr20V20Nb20Hf20Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.640000000000001,4.8,2075.8,1.5039999999999998,13.380866803977112,0.08867544132757196,20.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0
Cr20V20Nb20Ti20Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.640000000000001,4.8,1962.8,1.5519999999999998,13.380866803977112,0.0778708302493709,20.0,0.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0
Cr20W20Nb20Mo20Ta20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-6.24,5.6,2689.2,1.8559999999999999,13.380866803977112,0.04721277092631545,20.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0
Hf20Cr20Mo20W20Nb20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.600000000000001,5.4,2532.4,1.8159999999999998,13.380866803977112,0.0716333703417544,20.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,20.0
Hf20V20Nb20Ta20Ti20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,0.6400000000000001,4.6,2261.0,1.514,13.380866803977112,0.05406108999292177,0.0,0.0,0.0,20.0,20.0,20.0,20.0,0.0,20.0
Hf20Zr20W20Nb20Ti20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.04,4.6,2330.4,1.6260000000000003,13.380866803977112,0.05382525414489421,0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,20.0
Mo20Hf20Zr20V20Ti20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.5200000000000005,4.6,2057.2,1.592,13.380866803977112,0.07049535197635241,0.0,20.0,0.0,20.0,0.0,0.0,20.0,20.0,20.0
Mo20Nb20Ta20Hf20Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.12,4.8,2440.4,1.5779999999999998,13.380866803977112,0.05448751131120683,0.0,20.0,0.0,0.0,20.0,20.0,0.0,20.0,20.0
Mo20Ta20Ti20Cr20Hf20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.120000000000001,5.0,2289.6,1.632,13.380866803977112,0.07083633701389067,20.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,20.0
Mo20V20Nb20Ti20Hf20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.0800000000000005,4.8,2182.2,1.646,13.380866803977112,0.05835640221049987,0.0,20.0,0.0,20.0,20.0,0.0,20.0,0.0,20.0
Mo20V20Nb20Ti20Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.720000000000001,4.8,2106.0,1.652,13.380866803977112,0.06057474773359785,0.0,20.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0
Mo20W20Cr20V20Ta20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.5200000000000005,5.6,2575.8,1.8619999999999999,13.380866803977112,0.043585762063341284,20.0,20.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0
Mo20W20Nb20Cr20Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-6.880000000000001,5.4,2456.2,1.8219999999999998,13.380866803977112,0.07386625726013878,20.0,20.0,20.0,0.0,20.0,0.0,0.0,20.0,0.0
Mo20W20Nb20Ta20Hf20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.640000000000001,5.2,2754.4,1.784,13.380866803977112,0.05010146054252312,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0
Mo20W20Nb20Ta20Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.440000000000001,5.2,2678.2,1.79,13.380866803977112,0.05252134113063245,0.0,20.0,20.0,0.0,20.0,20.0,0.0,20.0,0.0
Mo20W20Nb20Ti20Hf20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.48,5.0,2484.6,1.7920000000000003,13.380866803977112,0.05014521977458399,0.0,20.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0
Mo20W20Ta20Cr20Ti20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.44,5.4,2527.4,1.844,13.380866803977112,0.04859882046198294,20.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0
Mo20W20V20Hf20Cr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.6800000000000006,5.4,2419.0,1.8219999999999998,13.380866803977112,0.0745294207589763,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,20.0
Mo20W20V20Nb20Hf20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.840000000000001,5.2,2533.0,1.81,13.380866803977112,0.06056917922066518,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,20.0
Mo20W20V20Nb20Ti20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.160000000000001,5.2,2420.0,1.858,13.380866803977112,0.03445378099713789,0.0,20.0,20.0,20.0,20.0,0.0,20.0,0.0,0.0
Mo20W20V20Zr20Hf20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.120000000000001,5.0,2408.0,1.756,13.380866803977112,0.0753512413347218,0.0,20.0,20.0,20.0,0.0,0.0,0.0,20.0,20.0
Mo20Zr20Cr20W20Ta20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-6.720000000000001,5.4,2564.2,1.8019999999999998,13.380866803977112,0.07386625726013878,20.0,20.0,20.0,0.0,0.0,20.0,0.0,20.0,0.0
Nb20Cr20Mo20W20Ti20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.6000000000000005,5.4,2419.4,1.864,13.380866803977112,0.0485988204619829,20.0,20.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0
Nb20Hf20Zr20Cr20Mo20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.760000000000001,5.0,2218.4,1.61,13.380866803977112,0.08294048763202486,20.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,20.0
Nb20Hf20Zr20Mo20V20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.4000000000000004,4.8,2219.0,1.6039999999999999,13.380866803977112,0.0707467614211741,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0
Nb20Hf20Zr20Mo20W20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.960000000000001,5.0,2521.4,1.75,13.380866803977112,0.06234850509771457,0.0,20.0,20.0,0.0,20.0,0.0,0.0,20.0,20.0
Nb20Ta20Mo20Ti20Hf20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.4400000000000004,4.8,2403.6,1.62,13.380866803977112,0.04388320659103459,0.0,20.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0
Nb20Ta20W20Ti20Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.2000000000000006,4.8,2487.2,1.666,13.380866803977112,0.04626929831697533,0.0,0.0,20.0,0.0,20.0,20.0,20.0,20.0,0.0
Nb20Ta20Zr20W20V20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.8400000000000007,5.0,2535.6,1.6839999999999997,13.380866803977112,0.06043835117298384,0.0,0.0,20.0,20.0,20.0,20.0,0.0,20.0,0.0
Nb20Ti20Mo20Hf20Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.6000000000000003,4.6,2170.6,1.5859999999999999,13.380866803977112,0.053825254144894204,0.0,20.0,0.0,0.0,20.0,0.0,20.0,20.0,20.0
Nb20Ti20Zr20Mo20W20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.280000000000001,5.0,2408.4,1.798,13.380866803977112,0.05252080388632687,0.0,20.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0
Ta20Hf20Mo20V20Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.5600000000000005,4.8,2327.0,1.584,13.380866803977112,0.0707467614211741,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0
Ta20Ti20Mo20Nb20Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.7600000000000002,4.8,2327.4,1.626,13.380866803977112,0.04626929831697533,0.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,0.0
Ta20Ti20Mo20V20Nb20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.5600000000000005,5.0,2339.0,1.686,13.380866803977112,0.03569737367173826,0.0,20.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0
Ta20Ti20Zr20Cr20W20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-6.880000000000002,5.0,2373.2,1.678,13.380866803977112,0.07283394778959384,20.0,0.0,20.0,0.0,0.0,20.0,20.0,20.0,0.0
Ti20Hf20Mo20V20Ta20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.2400000000000007,4.8,2290.2,1.626,13.380866803977112,0.05835640221049987,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,20.0
Ti20Hf20W20Nb20Ta20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.7200000000000006,4.8,2563.4,1.66,13.380866803977112,0.04388320659103459,0.0,0.0,20.0,0.0,20.0,20.0,20.0,0.0,20.0
Ti20Hf20Zr20V20Ta20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-0.32000000000000006,4.4,2136.0,1.46,13.380866803977112,0.06420337809559278,0.0,0.0,0.0,20.0,0.0,20.0,20.0,20.0,20.0
Ti20Zr20Mo20V20Ta20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.880000000000001,4.8,2214.0,1.632,13.380866803977112,0.06057474773359785,0.0,20.0,0.0,20.0,0.0,20.0,20.0,20.0,0.0
Ti20Zr20Mo20W20Ta20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.280000000000001,5.0,2516.4,1.778,13.380866803977112,0.05252080388632687,0.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,0.0
Ti20Zr20V20Nb20Ta20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,0.32000000000000006,4.6,2184.8,1.52,13.380866803977112,0.056183520551088675,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0
V20Nb20Hf20Zr20W20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.6800000000000006,4.8,2378.8,1.6439999999999997,13.380866803977112,0.0707467614211741,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0
V20Nb20Ta20Mo20Hf20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.9200000000000004,5.0,2452.0,1.6380000000000001,13.380866803977112,0.05817524775870908,0.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,20.0
V20Nb20Ta20Mo20Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.5600000000000005,5.0,2375.8,1.6440000000000001,13.380866803977112,0.06043835117298384,0.0,20.0,0.0,20.0,20.0,20.0,0.0,20.0,0.0
V20Nb20Ti20Hf20Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,0.15999999999999992,4.4,2028.0,1.48,13.380866803977112,0.06420337809559278,0.0,0.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0
V20Ta20W20Ti20Hf20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.3600000000000003,4.8,2450.0,1.666,13.380866803977112,0.05835640221049987,0.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,20.0
W20Cr20Mo20V20Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.280000000000001,5.4,2342.8,1.8279999999999998,13.380866803977112,0.07706345119577818,20.0,20.0,20.0,20.0,0.0,0.0,0.0,20.0,0.0
W20Nb20Ta20Hf20Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.56,4.8,2600.2,1.6179999999999999,13.380866803977112,0.05448751131120683,0.0,0.0,20.0,0.0,20.0,20.0,0.0,20.0,20.0
W20Ta20Mo20Hf20Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.96,5.0,2629.4,1.7299999999999998,13.380866803977112,0.06234850509771457,0.0,20.0,20.0,0.0,0.0,20.0,0.0,20.0,20.0
W20Ta20Ti20Mo20Hf20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.48,5.0,2592.6,1.7719999999999998,13.380866803977112,0.05014521977458399,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,20.0
W20Ti20Hf20V20Nb20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.2000000000000006,4.8,2342.0,1.686,13.380866803977112,0.05835640221049986,0.0,0.0,20.0,20.0,20.0,0.0,20.0,0.0,20.0
W20Ti20Hf20Zr20Mo20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.6000000000000005,4.8,2359.6,1.7380000000000002,13.380866803977112,0.06194472377313396,0.0,20.0,20.0,0.0,0.0,0.0,20.0,20.0,20.0
W20V20Nb20Ta20Hf20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.040000000000001,5.0,2611.8,1.678,13.380866803977112,0.05817524775870908,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,20.0
W20V20Nb20Ta20Ti20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.6800000000000006,5.0,2498.8,1.726,13.380866803977112,0.035697373671738315,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0
W20V20Ta20Hf20Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.8400000000000003,4.8,2486.8,1.6239999999999997,13.380866803977112,0.0707467614211741,0.0,0.0,20.0,20.0,0.0,20.0,0.0,20.0,20.0
W20V20Ta20Ti20Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.16,4.8,2373.8,1.672,13.380866803977112,0.06057474773359785,0.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0
W20V20Ti20Hf20Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.800000000000001,4.6,2217.0,1.6319999999999997,13.380866803977112,0.07049535197635244,0.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0
W20Zr20V20Nb20Ti20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.0,4.8,2265.8,1.692,13.380866803977112,0.060574747733597854,0.0,0.0,20.0,20.0,20.0,0.0,20.0,20.0,0.0
Zr20V20Nb20Ta20Hf20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,0.9600000000000002,4.6,2297.8,1.472,13.380866803977112,0.06465285679888481,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,20.0
Zr20W20Ta20Ti20Hf20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.3600000000000008,4.6,2438.4,1.6059999999999999,13.380866803977112,0.05382525414489411,0.0,0.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0
Cr30Hf10Mo40W10Ta10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.6400000000000006,5.7,2488.5,1.878,11.793273165416188,0.06496464391037292,30.0,40.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0
Cr30Mo10Ti40W10V10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.4399999999999995,5.1,2034.8,1.7289999999999999,11.793273165416188,0.057821528970354204,30.0,10.0,10.0,10.0,0.0,0.0,40.0,0.0,0.0
Cr30Mo10Ti40Zr10Nb10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-6.279999999999999,4.9,1934.5,1.6230000000000002,11.793273165416188,0.07183415486293886,30.0,10.0,0.0,0.0,10.0,0.0,40.0,10.0,0.0
Cr30V10Nb40Ti10Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.3199999999999985,5.1,2105.9,1.588,11.793273165416188,0.07282534818927093,30.0,0.0,0.0,10.0,40.0,0.0,10.0,10.0,0.0
Cr30W10Nb40Mo10Ta10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-6.800000000000001,5.5,2469.1,1.7399999999999998,11.793273165416188,0.055997630085934114,30.0,10.0,10.0,0.0,40.0,10.0,0.0,0.0,0.0
Hf30Cr10Mo40W10Nb10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.76,5.3,2499.7,1.8159999999999998,11.793273165416188,0.07107975190887748,10.0,40.0,10.0,0.0,10.0,0.0,0.0,0.0,30.0
Hf30V10Nb40Ta10Ti10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,2.12,4.6,2320.2,1.497,11.793273165416188,0.050898108141831995,0.0,0.0,0.0,10.0,40.0,10.0,10.0,0.0,30.0
Hf30Zr10W40Nb10Ti10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.840000000000001,4.9,2638.4,1.781,11.793273165416188,0.0613970106484902,0.0,0.0,40.0,0.0,10.0,0.0,10.0,10.0,30.0
Mo30Hf10Zr40V10Ti10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.640000000000001,4.7,2108.8,1.6270000000000002,11.793273165416188,0.0703181889776927,0.0,30.0,0.0,10.0,0.0,0.0,10.0,40.0,10.0
Mo30Nb10Ta40Hf10Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.04,5.1,2649.9,1.6710000000000003,11.793273165416188,0.04863722638465457,0.0,30.0,0.0,0.0,10.0,40.0,0.0,10.0,10.0
Mo30Ta10Ti40Cr10Hf10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.48,4.9,2169.8,1.71,11.793273165416188,0.053668376582961724,10.0,30.0,0.0,0.0,0.0,10.0,40.0,0.0,10.0
Mo30V10Nb40Ti10Hf10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.1999999999999997,5.1,2358.8,1.7350000000000003,11.793273165416188,0.04523549892500279,0.0,30.0,0.0,10.0,40.0,0.0,10.0,0.0,10.0
Mo30V10Nb40Ti10Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.52,5.1,2320.7,1.7380000000000004,11.793273165416188,0.046808701888172564,0.0,30.0,0.0,10.0,40.0,0.0,10.0,10.0,0.0
Mo30W10Cr40V10Ta10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.24,5.8,2384.6,1.8610000000000002,11.793273165416188,0.04582624691833974,40.0,30.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0
Mo30W10Nb40Cr10Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-6.16,5.4,2495.8,1.8230000000000002,11.793273165416188,0.0548547787887007,10.0,30.0,10.0,0.0,40.0,0.0,0.0,10.0,0.0
Mo30W10Nb40Ta10Hf10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.000000000000001,5.3,2644.9,1.804,11.793273165416188,0.0405006917325939,0.0,30.0,10.0,0.0,40.0,10.0,0.0,0.0,10.0
Mo30W10Nb40Ta10Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.36,5.3,2606.8,1.8070000000000002,11.793273165416188,0.04220234108545608,0.0,30.0,10.0,0.0,40.0,10.0,0.0,10.0,0.0
Mo30W10Nb40Ti10Hf10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.640000000000001,5.2,2510.0,1.808,11.793273165416188,0.04070245911358832,0.0,30.0,10.0,0.0,40.0,0.0,10.0,0.0,10.0
Mo30W10Ta40Cr10Ti10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.44,5.4,2693.4,1.804,11.793273165416188,0.03988396059228968,10.0,30.0,10.0,0.0,0.0,40.0,10.0,0.0,0.0
Mo30W10V40Hf10Cr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.8400000000000003,5.4,2307.1,1.8319999999999999,11.793273165416188,0.05658596424916429,10.0,30.0,10.0,40.0,0.0,0.0,0.0,0.0,10.0
Mo30W10V40Nb10Hf10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.24,5.3,2364.1,1.8259999999999998,11.793273165416188,0.05280109837053696,0.0,30.0,10.0,40.0,10.0,0.0,0.0,0.0,10.0
Mo30W10V40Nb10Ti10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.3200000000000003,5.3,2307.6,1.85,11.793273165416188,0.03312655522586124,0.0,30.0,10.0,40.0,10.0,0.0,10.0,0.0,0.0
Mo30W10V40Zr10Hf10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.92,5.2,2301.6,1.7990000000000002,11.793273165416188,0.06711892595632499,0.0,30.0,10.0,40.0,0.0,0.0,0.0,10.0,10.0
Mo30Zr10Cr40W10Ta10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.720000000000001,5.7,2378.8,1.831,11.793273165416188,0.07087760596180405,40.0,30.0,10.0,0.0,0.0,10.0,0.0,10.0,0.0
Nb30Cr10Mo40W10Ti10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.5600000000000005,5.5,2492.0,1.9,11.793273165416188,0.038874807339215924,10.0,40.0,10.0,0.0,30.0,0.0,10.0,0.0,0.0
Nb30Hf10Zr40Cr10Mo10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.5600000000000005,4.7,2160.2,1.524,11.793273165416188,0.07075417869373953,10.0,10.0,0.0,0.0,30.0,0.0,0.0,40.0,10.0
Nb30Hf10Zr40Mo10V10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-0.28000000000000047,4.6,2160.5,1.5210000000000001,11.793273165416188,0.06268693809906882,0.0,10.0,0.0,10.0,30.0,0.0,0.0,40.0,10.0
Nb30Hf10Zr40Mo10W10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.080000000000001,4.7,2311.7,1.594,11.793273165416188,0.057106200985768865,0.0,10.0,10.0,0.0,30.0,0.0,0.0,40.0,10.0
Nb30Ta10Mo40Ti10Hf10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.08,5.2,2484.1,1.778,11.793273165416188,0.04070245911358832,0.0,40.0,0.0,0.0,30.0,10.0,10.0,0.0,10.0
Nb30Ta10Ti40Hf10Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,2.3200000000000003,4.4,2120.5,1.5090000000000001,11.793273165416188,0.03503677501437688,0.0,0.0,0.0,0.0,30.0,10.0,40.0,10.0,10.0
